175,Охрид,null,null,yes,no,41.1154855,20.812807,Општина Охрид;,Arena,null,6000.0,hostel,null,isolated,5.0,Јане Сандански,null
176,Охрид,null,null,no,no,41.1114221,20.8072371,Општина Охрид;,Relax,null,6000.0,apartment,null,outside,5.0,Јане Сандански,null
177,Охрид,null,null,yes,no,41.1122995,20.7984298,Општина Охрид;,Villa cun,null,6000.0,hotel,null,separated,5.0,Цар Самоил,null
178,Охрид,null,null,yes,no,41.1116433,20.806372,Општина Охрид;,Laguna,+38975371647,6000.0,apartment,null,isolated,2.0,Страшо Пинџур,null
179,Охрид,null,null,no,no,41.1144885,20.7948983,Општина Охрид;,St. Dimitrij,null,6000.0,apartment,null,outside,5.0,Климентов Универзитет,null
180,Охрид,null,null,yes,yes,41.1142862,20.7998194,Општина Охрид;,Central Palace Villa,null,6000.0,hotel,null,outside,5.0,Аргир Маринчев,null
181,Охрид,null,null,yes,no,41.1222239,20.8091091,Општина Охрид;,Village,null,6000.0,hotel,null,outside,4.0,7-ми Ноември,null
182,Охрид,null,null,yes,no,41.114856,20.8065821,Општина Охрид;,Boulevard,null,6000.0,apartment,null,outside,2.0,Булевар Туристичка,null
183,Охрид,null,null,no,no,41.1070035,20.8095464,Општина Охрид;,Venco,null,6000.0,apartment,null,outside,5.0,Партизанска,null
184,Охрид,null,null,no,no,41.107422,20.8095668,Општина Охрид;,Diplomat,null,6000.0,hotel,null,outside,1.0,Партизанска,null
185,Охрид,null,null,yes,no,41.108265,20.8064014,Општина Охрид;,Villa maki,null,6000.0,apartment,null,isolated,1.0,Кеј Македонија,null
186,Охрид,null,null,no,no,41.1174659,20.795174,Општина Охрид;,Sara Ga,null,6000.0,apartment,null,outside,3.0,Гоце Делчев,null
187,Охрид,null,null,yes,no,41.108465,20.8113417,Општина Охрид;,Vila Niko,+38946260043,6000.0,hotel,null,outside,2.0,Булевар Туристичка,null
188,Охрид,null,389,yes,yes,41.1250537,20.7712139,Општина Охрид;,Green Space Hotel,075344780,6000.0,hotel,null,isolated,4.0,Гоце Делчев,null
189,Охрид,null,null,no,no,41.1232873,20.8128669,Општина Охрид;,Fero metal Helios,null,6000.0,apartment,null,outside,5.0,Питу Гули,null
190,Охрид,null,null,yes,no,41.126292,20.8056627,Општина Охрид;,Karmen Helios,null,6000.0,apartment,null,isolated,5.0,Железничка,null
191,Охрид,null,null,yes,yes,41.1133302,20.8098928,Општина Охрид;,mravka helios,null,6000.0,apartment,null,isolated,1.0,Јане Сандански,null
192,Охрид,null,null,yes,no,41.1137398,20.8079764,Општина Охрид;,Suna Helios,null,6000.0,apartment,null,separated,2.0,Караорман,null
193,Охрид,contact@villavarosh.mk,15A,yes,no,41.1128514,20.7940292,Општина Охрид;,Villa Varosh,+38970258985,6000.0,hotel,8.0,outside,1.0,Боро Шаин,www.villavarsoh.mk
194,Охрид,null,null,no,no,41.1222715,20.7740558,Општина Охрид;,Далјан,null,6000.0,hotel,null,isolated,2.0,R1208,null
195,Охрид,null,null,yes,no,41.1123019,20.798122,Општина Охрид;,Вила Коста Охрид,null,6000.0,hotel,null,separated,4.0,Цар Самоил,null
196,Охрид,null,null,yes,no,41.084697,20.7972458,Општина Охрид;,Хотел Инекс Горица,null,6000.0,hotel,null,outside,4.0,Булевар Свети Наум Охридски,null
197,Охрид,null,null,yes,no,41.1122203,20.7980025,Општина Охрид;,Хотел Алекандрија,null,6000.0,hotel,null,separated,1.0,Коста Абраш,null
198,Охрид,null,116e,yes,no,41.1211612,20.8009152,Општина Охрид;,Krstanoski,null,6000.0,guest_house,null,outside,4.0,Дејан Војвода,null
199,Охрид,null,null,yes,yes,41.1160305,20.7998936,Општина Охрид;,Denicia,null,6000.0,apartment,null,outside,1.0,Гоце Делчев,null
200,Охрид,null,null,no,no,41.1120589,20.8032726,Општина Охрид;,Grand Hotel Palace,null,6000.0,hotel,null,separated,2.0,Партизанска,null
201,Охрид,null,null,yes,no,41.1097513,20.8050081,Општина Охрид;,Villa dea,null,6000.0,apartment,null,outside,2.0,Јане Сандански,null
202,Охрид,null,null,yes,no,41.1152233,20.7989664,Општина Охрид;,Villa bella,null,6000.0,hostel,null,isolated,5.0,11-ти Октомври,http://www.villabella.com.mk
203,Охрид,null,null,no,no,41.1097127,20.805433,Општина Охрид;,Penelopa,null,6000.0,apartment,null,separated,2.0,Јане Сандански,null
204,Охрид,97dimitrieska@gmail.com,24,yes,no,41.1123592,20.8147467,Општина Охрид;,DEMETRA Apartments,null,6000.0,apartment,3.0,separated,4.0,Мирче Ацев,null
205,Охрид,null,93,yes,no,41.1077621,20.8080426,Општина Охрид;,Celus,+38970352138,6000.0,apartment,null,outside,3.0,Кеј Македонија,null
206,Прилеп,contact@hotelsalida.com.mk,null,yes,no,41.3325976,21.5550545,Општина Прилеп;,Салида,+389(0)48400333,7500.0,hotel,null,outside,2.0,Цар Самоил,https://www.hotelsalida.com.mk/
207,Прилеп,null,15,yes,no,41.346345,21.5543245,Општина Прилеп,Атлас,+38948550700;+38948550702,7500.0,hotel,null,separated,3.0,29. Ноември,http://www.atlasinvest.com.mk
208,Струмица,null,null,yes,no,41.4396276,22.6418073,Општина Струмица;,Hotel Tiveriopol,null,2400.0,hotel,null,outside,4.0,Братство и Единство,null
209,Струмица,null,null,yes,no,41.436015,22.6431437,Општина Струмица;,Хотел Илинден,null,2400.0,hotel,null,separated,1.0,Гоце Делчев,null
210,Струмица,null,null,yes,no,41.4368416,22.6379904,Општина Струмица;,Хотел Централ,null,2400.0,hotel,null,outside,4.0,Улица Маршал Тито,null
211,Струмица,null,null,yes,no,41.4417498,22.6379903,Општина Струмица;,golf kurcenje,null,2400.0,apartment,null,outside,3.0,24 Октомври,null
212,Струмица,null,null,yes,no,41.4512932,22.6471258,Општина Струмица;,Hotel Eterno,null,2400.0,hotel,null,separated,1.0,Leninova,null
213,Тетово,null,null,no,no,41.9939913,21.0276195,Општина Тетово;,Петрол Компани,+38944378100,1200.0,hotel,null,outside,4.0,Мајка Тереза,null
214,Тетово,null,null,yes,no,42.0078524,20.9793686,Општина Тетово;,Dare promet Helios,null,1200.0,apartment,null,outside,1.0,120,null
215,Тетово,null,null,yes,no,42.005877,20.9692186,Општина Тетово;,Aka Boja Helios,null,1200.0,apartment,null,outside,1.0,Ѓ. Стојчески,null
216,Тетово,null,null,yes,no,42.0117514,20.9698559,Општина Тетово;,Standox 2000 Helios,null,1200.0,apartment,null,outside,3.0,Кузман Јосифовски Питу,null
217,Тетово,null,null,no,no,42.0101572,20.9617237,Општина Тетово;,tepisoni,null,1200.0,apartment,null,separated,1.0,Питу Гули,null
218,Струга,null,Kej 8-mi noemvri,yes,no,41.1781482,20.6785228,Општина Струга;,Хотел Београд,null,6330.0,hotel,null,outside,3.0,8. Ноември,null
219,Струга,null,null,yes,no,41.178763,20.6791191,Општина Струга;,Vila Perla,null,6330.0,hotel,null,separated,3.0,8. Ноември,null
220,Струга,null,null,yes,no,41.179539,20.6790775,Општина Струга;,Hotel Arti,null,6330.0,hotel,null,outside,2.0,Амвроси Пантеќи,null
221,Струга,null,null,yes,yes,41.1789398,20.6781683,Општина Струга;,Jovanoski Apartments,null,6330.0,guest_house,null,outside,3.0,8. Ноември,null
222,Струга,null,null,yes,no,41.1746819,20.6721254,Општина Струга;,Marko apartments,null,6330.0,apartment,null,separated,2.0,Вељко Влаховиќ,null
223,Струга,null,null,yes,no,41.1789002,20.6781903,Општина Струга;,jovanoski apartment,null,6330.0,apartment,null,outside,3.0,8. Ноември,null
224,Струга,null,null,yes,no,41.1741883,20.6712235,Општина Струга;,EXCLUSIVE Apartments Struga,null,6330.0,apartment,null,outside,5.0,Вељко Влаховиќ,null
225,Струга,null,null,yes,yes,41.1775853,20.675587,Општина Струга;,Freya,null,6330.0,hotel,null,isolated,4.0,Маршал Тито,null
226,Струга,null,null,no,no,41.1774983,20.6768676,Општина Струга;,Villa Albi,null,6330.0,apartment,null,isolated,2.0,Маршал Тито,null
